index,text
96," מי שגיה""ק ופיה""ק בלעז טושי""ר בלה'רא או נתעטש איטר""נוייר ובל""א גרע""השן הוש""טן רויש""פרן ניס""ין בתפלתו ברצונו הרי זה מגונה ואם בדק עצמו קודם שיתפלל ובא לאונסו אין בכך כלום."
97, נזדמן לו בתפלתו רוק מבליעו בטליתו או בבגדו ואם מצטער שיש לו אנינות הדעת זורקו לאחוריו כדי שלא יצטער בתפלה.
98, יצא ממנו רוח בתפלה שלא מדעתו שותק עד שתכלה הריח וחוזר לתפלתו בקש להוציא רוח מלמטה ונצטער הרבה ולא היה יכול להעמיד עצמו מרחיק ד' אמות וממתין עד שתכלה הריח ואומר רבון כל העולמים יצרתני נקבים נקבים חלולים חלולים גלוי וידוע לפני כסא כבודך חרפתינו כל ימי חיינו רמה ותולע' וחוזר ומתפלל על מקומו.
99, הי' עומד בתפלה ונטפו מי רגלים על ברכיו ממתין עד שיכלו כל המים וחוזר למקום שפסק ואם שהה כדי לגמו' את התפלה חוזר לראש וכן כשהשתין מים שוהה כדי הילוך ד' אמות ואחר כך יתפלל.
100," כוונת הלב כיצד כל תפלה שאינה בכוונה יחזור ויתפלל בכוונה מצא דעתו משובש' ולבו טרוד אסור להתפלל עד שיתיישב דעתו כיצד היא הכוונה שיפנה את לבו מכל מחשבו' כאלו הוא עומד לפני המקום לפיכך צריך לשבות מעט קודם התפלה כדי לכוין את התפלה על לבו ואח""כ יתפלל בתפלה ובתחנונים ולא יעשה תפלתו כמי שהוא נושא משאוי ומשליכו והולך לו לפיכך צריך לישב אחר התפלה ואח""כ יפטר."
101, חכמים הראשונים היו שוהים שעה אחת קודם התפלה ושעה א' לאחר התפלה ומאריכים בתפלתם שעה אחת.
102, ושיכור אל יתפלל ואם התפלל תפלתו תועבה מפני שאין לו כונה לפיכ' חוזר ומתפלל בכוונה כשיתרוקן משכרותו.
103," שתוי אל יתפלל ואם התפלל תפלתו תפלה איזהו שיכור שאינו יכול לדבר בפני המלך שתוי יכול לדבר בפני המלך ואינו משתבש ואעפ""כ הואיל ושת' רביעית יין אל יתפלל עד שיפיג יינו מעליו וכן אין עומדים להתפלל לא מתוך שחוק ולא מתוך קלות ראש וליצנות ולא מתוך שיחה ולא מתוך מריבה ולא מתוך כעס אלא מתוך ד""ת [שאין] צריך [לעיין] בהם כגון הלכות פסוקות היה מהלך בספינה או במקום סכנה במקום גדודי חיות ולסטים והגיע זמן תפלה מתפלל ברכה אחת וזו היא צרכי עמך ישראל מרובים ודעתם קצרה יהי רצון מלפניך ה' אלהינו ואלהי אבותינו שתספיק לכל אחד ואחד כדי פרנסתו ולכל גויה וגויה די מחסור' והטוב בעיניך עשה ברוך אתה ה' שומע תפלה."
104," ומתפלל אותה כשהוא הולך ואם יכול לעמוד עומד וכשמגיע ליישוב ותתיישב דעתו חוזר ומתפלל תפלה כתקנה י""ח ברכות."
105, שמנה דברים צריך המתפלל להיות נזהר בהם ולעשותם ואם היה דחוק או אנוס או שעבר ולא עשה אותן אין מעכבין עליו ואלו הן.
106, עמידה.
107, נוכח המקדש.
108, תיקון הגוף.
109, והשוית הקול.
110, ותיקון המלבושים.
111, ותיקון המקום.
112, הכריעה והשתחויה.
113, עמידה כיצד אין מתפללים אלא מעומד.
114, היה יושב בספינה או בעגלה אם יכול לעמוד עומד ואם לאו יושב במקומו ומתפלל.
115," חולה מתפלל אפי' יושב והוא שיכול לכוין דעתו וכן הצמא והרעב הרי הן בכלל חולים אם יש יכולת לכוין דעתן יתפללו ואם לאו לא יתפללו עד שיאכלו וישתו היה רוכב ע""ג בהמה אע""פ שיש לו מי שיאחז בבהמתו עד לאחר תפלתו לא ירד אלא ישב במקומו ויתפלל כדי שתהא דעתו מיושבת עליו."
116," נוכח המקדש כיצד היה עומד בחוצה לארץ מחזיר פניו נגד א""י ומתפלל היה עומד בארץ מכוין פניו נוכח בית המקד' הי' עומד בבית המקד' מכוין פניו נוכח קדשי הקדשים."
117, סומא ומי שאינו יכול לכוין את הרוחות והמהלך בספינה יכוין את לבו נוכח השכינה ויתפלל.
118, תיקון הגוף כיצד היה עומד בתפלה צריך לכוין את רגליו זו בצד זו נותן עיניו למטה ומכוין את לבו כאילו הוא מביט לארץ ויהיה לבו פנוי למעלה כאלו הוא עומד בשמים ויהיה מניח ידיו על לבו כפותי' הימנית על השמאלית ועומד כעבד לפני רבו ביראה ופחד ולא יניח ידיו על חלציו.
119, תיקון מלבושים כיצד מתקן המלבושי' בתחלה ומכוין עצמו ומהדר שנא' השתחוו לה' בהדרת קדש ולא יעמד בתפלה באפונדתו ולא בראש מגולה ולא ברגלי' מגולו' אם דרך אנשי המקום שלא יעמדו בפני גדול אלא בבתי רגלים.
120," וכל מקום אסור לאחוז בס""ת או תפילין מפני שלבו טרוד בהם ולא יאחוז מעות וכלי בידו אבל מתפלל הוא ולולבו בידו בימות החג מפני שהוא מצו' היום."
121, דרך חכמים ותלמידיהם שלא יתפלל אלא כשהן עטופין.
122," תיקון המקום כיצד יעמוד אדם במקום נמוך ויתפלל ויחזיר פניו לכתלים וצריך לפתוח החלונות או פתחים נגד ירושלים להתפלל נגדם שכן מצינו בדניאל וכוין פתיחן לי' בעילתי' נגד ירושלם וקובע מקום לתפלתו דאין מתפללין לא בחורבה ולא אחורי בהכ""נ אא""כ החזור פניו לב""ה ואסור לשבת בצד העומד בתפלה או לעבור לפניו עד שיתרחק ממנו ד' אמות לא יעמוד במקום גבוה ג' טפחים או יותר ומתפלל ולא על גבי מטה וספסל או כסא היה עומד בבנין גבוה אם יש בו ד' אמות אורך על ד' אמות רוחב שהוא שיעור הבית הרי הוא כעלי' ומותר להתפלל בו."
123," אכן אם היה מוקף מחיצה לכל רוחותיו אע""פ שאין בו ד' אמות מותר להתפלל בו."
124, השווית הקול כיצד לא יגביה הקול בתפילתו ולא יתפלל בלב אלא מחתך הדבר בשפתיו ומשמיע לאזניו ולא ישמיע קולו אלא אם כן היה חולה או שאינו יכול לכוין עד שישמיע קולו הרי זה מותר ובלבד שלא יהיה בצבור שלא תטרף דעתו של שומע קולו.
125," הכריעה כיצד המתפלל צריך לכרוע חמשה כריעות בברכה ראשונה תחלה וסוף ובמודים תחלה וסוף וכשגמר את התפלה כורע ומשתחוה ופוסע ג' פסיעות לאחוריו כשהוא נותן שלום בשמאלו שהוא ימין של הקב""ה ואחר כך בימינו מגביה את ראשו מן הכריעה וכשהוא כורע כורע בברוך וכשהוא זוקף זוקף בשם כל אלו הכריעות צריך שיכרע עד שיתפקקו כל חליות שבשדרה ויעשה עצמו כקשת ואם שחה מעט וציער את עצמו ונראה ככורע בכל כחו אינו חושש."
126," השתחויה כיצד אחר שהוא מגביה עצמו וראשו יושב לימין ונופל על פניו ארצה ומתפלל בכל תחנונים שירצה ואסור לעשות השתחויה על האבנים אלא במקדש כמו שמפורש במסכת ע""א ואין אדם חשוב רשאי ליפול על פניו אלא אם כן יודע בעצמו שהוא חשוב כיהושע אבל מטה הוא על פניו ואינו כובש פניו בקרקע."
127, מותר אדם להתפלל במקום אחד ונופל על פניו במקום אחר המתפלל עם הצבור לא יאריך בתפלתו יותר מדאי אבל בינו ובין עצמו הרשות בידו ואם בא לומר אחר תפלתו אפילו כסדר וידוי של יום הכפורים יאמר וכן אם רצה להוסיף על כל ברכה וברכה מן האמצעיות מעין הברכות מוסיף אם היה חולה או צריך לפרנסה מוסיף כפי צחות לשונו אבל לא ישאל לא בשלש ראשונות ולא בשלש אחרונות.
128, אסור לאדם שיטעום כלום או שיעשה שום מלאכה מאחר שעלה עמוד השחר עד שיתפלל.
129, שאלת שלום של חכמים השואל אומר צפרא דמרי טב והמשיב אומר צפרא דמרי טב ואריך.
130, לעולם המשיב כופל השלום.
131," תפלות כנגד תמידים תקנום ואומר תשמרו להקריב לי במועדו מכאן תקנו מעמדות שיהו עומדים על גבן לפיכך צריך אדם לעמוד בשעה שהוא מתפלל י""ח ברכות וחייב לענות אמן על כל ברכה וברכה שנאמר (ישעיה כו ב) פתחו שערים ויבא גוי צדיק שומר אמונים שאומרי' אמן וגדול העונה אמן יותר מן המברך שהוא מודה לברכות המברך והמברך אינו מזכיר אלא שם אחד והעונה אמן מזכיר ב' שמות כי אמן עולה בגימטיריא כשם יו""ד ה""י ושם אל""ף דל""ת."
